classification,orientation,distance,time,predicted
different,0.98467,0.792,0.01572,different
same,0,0.001,0.00013,same
different,0.93394,0.372,0.40656,different
different,0.98467,0.792,0.01573,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40669,different
different,0.98467,0.792,0.01586,different
same,0,0,0.00012,same
different,0.93394,0.372,0.4067,different
different,0.98467,0.792,0.01587,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4069,different
different,0.98467,0.792,0.01608,different
same,0,0,0.0002,same
different,0.93394,0.372,0.40692,different
different,0.98467,0.792,0.01609,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40698,different
different,0.98467,0.792,0.01615,different
same,0,0,0.00006,same
different,0.93394,0.372,0.407,different
different,0.98467,0.792,0.01617,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40714,different
different,0.98467,0.792,0.01631,different
same,0,0,0.00014,same
different,0.93394,0.372,0.40716,different
different,0.98467,0.792,0.01633,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40727,different
different,0.98467,0.792,0.01644,different
same,0,0,0.00011,same
different,0.93394,0.372,0.4073,different
different,0.98467,0.792,0.01647,different
same,0,0,0.00003,same
different,0.93394,0.372,0.40742,different
different,0.98467,0.792,0.01659,different
same,0,0,0.00012,same
different,0.93394,0.372,0.40743,different
different,0.98467,0.792,0.0166,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40756,different
different,0.98467,0.792,0.01673,different
same,0,0,0.00013,same
different,0.93394,0.372,0.40759,different
different,0.98467,0.792,0.01676,different
same,0,0,0.00003,same
different,0.93394,0.372,0.40771,different
different,0.98467,0.792,0.01688,different
same,0,0,0.00012,same
different,0.93394,0.372,0.40773,different
different,0.98467,0.792,0.0169,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40786,different
different,0.98467,0.792,0.01703,different
same,0,0,0.00013,same
different,0.93394,0.372,0.40795,different
different,0.98467,0.792,0.01713,different
same,0,0,0.0001,same
different,0.93394,0.372,0.40801,different
different,0.98467,0.792,0.01718,different
same,0,0,0.00005,same
different,0.93394,0.372,0.40802,different
different,0.98467,0.792,0.01719,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40816,different
different,0.98467,0.792,0.01734,different
same,0,0,0.00015,same
different,0.93394,0.372,0.40818,different
different,0.98467,0.792,0.01735,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4083,different
different,0.98467,0.792,0.01747,different
same,0,0,0.00011,same
different,0.93394,0.372,0.4083,different
different,0.98467,0.792,0.01748,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40844,different
different,0.98467,0.792,0.01762,different
same,0,0,0.00014,same
different,0.93394,0.372,0.40846,different
different,0.98467,0.792,0.01763,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40858,different
different,0.98467,0.792,0.01776,different
same,0,0,0.00012,same
different,0.93394,0.372,0.4086,different
different,0.98467,0.792,0.01777,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40874,different
different,0.98467,0.792,0.01791,different
same,0,0,0.00014,same
different,0.93394,0.372,0.40875,different
different,0.98467,0.792,0.01792,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40888,different
different,0.98467,0.792,0.01805,different
same,0,0,0.00013,same
different,0.93394,0.372,0.40898,different
different,0.98467,0.792,0.01815,different
same,0,0,0.0001,same
different,0.93394,0.372,0.40902,different
different,0.98467,0.792,0.01819,different
same,0,0,0.00004,same
different,0.93394,0.372,0.40904,different
different,0.98467,0.792,0.01821,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40918,different
different,0.98467,0.792,0.01835,different
same,0,0,0.00014,same
different,0.93394,0.372,0.4092,different
different,0.98467,0.792,0.01837,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40932,different
different,0.98467,0.792,0.01849,different
same,0,0,0.00012,same
different,0.93394,0.372,0.40933,different
different,0.98467,0.792,0.0185,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40947,different
different,0.98467,0.792,0.01864,different
same,0,0.001,0.00014,same
different,0.93394,0.372,0.40948,different
different,0.98467,0.792,0.01865,different
same,0,0,0.00001,same
different,0.93394,0.372,0.40961,different
different,0.98467,0.792,0.01878,different
same,0,0,0.00013,same
different,0.93394,0.372,0.40963,different
different,0.98467,0.792,0.0188,different
same,0,0,0.00002,same
different,0.93394,0.372,0.40976,different
different,0.98467,0.792,0.01893,different
same,0,0,0.00013,same
different,0.93394,0.372,0.40977,different
different,0.98467,0.792,0.01895,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4099,different
different,0.98467,0.792,0.01907,different
same,0,0,0.00012,same
different,0.93394,0.372,0.40999,different
different,0.98467,0.792,0.01916,different
same,0,0,0.0001,same
different,0.93394,0.372,0.41005,different
different,0.98467,0.792,0.01922,different
same,0,0,0.00005,same
different,0.93394,0.372,0.41006,different
different,0.98467,0.792,0.01923,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4102,different
different,0.98467,0.792,0.01937,different
same,0,0,0.00014,same
different,0.93394,0.372,0.41022,different
different,0.98467,0.792,0.01939,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41033,different
different,0.98467,0.792,0.01951,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41035,different
different,0.98467,0.792,0.01952,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41037,different
different,0.98467,0.792,0.01954,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41048,different
different,0.98467,0.792,0.01965,different
same,0,0,0.00011,same
different,0.93394,0.372,0.4105,different
different,0.98467,0.792,0.01967,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41052,different
different,0.98467,0.792,0.01969,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41063,different
different,0.98467,0.792,0.0198,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41065,different
different,0.98467,0.792,0.01982,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41067,different
different,0.98467,0.792,0.01984,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41087,different
different,0.98467,0.792,0.02004,different
same,0,0,0.0002,same
different,0.93394,0.372,0.41089,different
different,0.98467,0.792,0.02006,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4109,different
different,0.98467,0.792,0.02007,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41094,different
different,0.98467,0.792,0.02011,different
same,0,0,0.00004,same
different,0.93394,0.372,0.41095,different
different,0.98467,0.792,0.02012,different
same,0,0,0.00001,same
different,0.93394,0.372,0.41096,different
different,0.98467,0.792,0.02014,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41107,different
different,0.98467,0.792,0.02024,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41109,different
different,0.98467,0.792,0.02026,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4111,different
different,0.98467,0.792,0.02028,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41121,different
different,0.98467,0.792,0.02038,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41123,different
different,0.98467,0.792,0.0204,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41133,different
different,0.98467,0.792,0.0205,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41136,different
different,0.98467,0.792,0.02053,different
same,0,0,0.00003,same
different,0.93394,0.372,0.41146,different
different,0.98467,0.792,0.02063,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41148,different
different,0.98467,0.792,0.02065,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41151,different
different,0.98467,0.792,0.02068,different
same,0,0,0.00003,same
different,0.93394,0.372,0.41152,different
different,0.98467,0.792,0.0207,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41155,different
different,0.98467,0.792,0.02072,different
same,0,0,0.00003,same
different,0.93394,0.372,0.41166,different
different,0.98467,0.792,0.02083,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41166,different
different,0.98467,0.792,0.02084,different
same,0,0,0.00001,same
different,0.93394,0.372,0.41168,different
different,0.98467,0.792,0.02085,different
same,0,0,0.00002,same
different,0.93394,0.372,0.4118,different
different,0.98467,0.792,0.02097,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41181,different
different,0.98467,0.792,0.02098,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41183,different
different,0.98467,0.792,0.021,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41194,different
different,0.98467,0.792,0.02112,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41196,different
different,0.98467,0.792,0.02113,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41198,different
different,0.98467,0.792,0.02115,different
same,0,0,0.00002,same
different,0.93394,0.372,0.41209,different
different,0.98467,0.792,0.02126,different
same,0,0,0.00011,same
different,0.93394,0.372,0.4122,different
different,0.98467,0.792,0.02137,different
same,0,0,0.00011,same
different,0.93394,0.372,0.41222,different
different,0.98467,0.792,0.02139,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41223,different
different,0.98467,0.792,0.0214,different
same,0,0.001,0.00002,same
different,0.93394,0.373,0.41227,different
different,0.98467,0.792,0.02144,different
same,0,0,0.00004,same
different,0.93394,0.373,0.41228,different
different,0.98467,0.792,0.02145,different
same,0,0,0.00001,same
different,0.93394,0.373,0.41238,different
different,0.98467,0.792,0.02155,different
same,0,0,0.00011,same
different,0.93394,0.373,0.4124,different
different,0.98467,0.792,0.02157,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41242,different
different,0.98467,0.792,0.02159,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41253,different
different,0.98467,0.792,0.0217,different
same,0,0,0.00011,same
different,0.93394,0.373,0.41254,different
different,0.98467,0.792,0.02171,different
same,0,0,0.00001,same
different,0.93394,0.373,0.41256,different
different,0.98467,0.792,0.02173,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41268,different
different,0.98467,0.792,0.02185,different
same,0,0,0.00012,same
different,0.93394,0.373,0.4127,different
different,0.98467,0.792,0.02187,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41282,different
different,0.98467,0.792,0.02199,different
same,0,0,0.00012,same
different,0.93394,0.373,0.41292,different
different,0.98467,0.792,0.0221,different
same,0,0,0.00011,same
different,0.93394,0.373,0.41297,different
different,0.98467,0.792,0.02214,different
same,0,0,0.00004,same
different,0.93394,0.373,0.41298,different
different,0.98467,0.792,0.02215,different
same,0,0,0.00001,same
different,0.93394,0.373,0.41313,different
different,0.98467,0.792,0.0223,different
same,0,0,0.00015,same
different,0.93394,0.373,0.41314,different
different,0.98467,0.792,0.02231,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41326,different
different,0.98467,0.792,0.02243,different
same,0,0,0.00011,same
different,0.93394,0.373,0.41327,different
different,0.98467,0.792,0.02245,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41341,different
different,0.98467,0.792,0.02258,different
same,0,0,0.00013,same
different,0.93394,0.373,0.41342,different
different,0.98467,0.792,0.02259,different
same,0,0,0.00002,same
different,0.93394,0.373,0.41355,different
different,0.98467,0.792,0.02272,different
same,0,0,0.00012,same
different,0.93394,0.373,0.41356,different
different,0.98467,0.792,0.02273,different
same,0,0,0.00002,same
different,0.93394,0.373,0.4137,different
different,0.98467,0.792,0.02287,different
same,0,0,0.00014,same
different,0.93394,0.373,0.41371,different
different,0.98467,0.792,0.02288,different
same,0,0,0.00001,same
different,0.93394,0.373,0.41384,different
different,0.98467,0.792,0.02301,different
same,0,0,0.00013,same
different,0.93394,0.373,0.41394,different
different,0.98467,0.792,0.02311,different
same,0,0,0.0001,same
different,0.93394,0.373,0.41398,different
different,0.98467,0.792,0.02315,different
same,0,0,0.00004,same
different,0.93394,0.373,0.414,different
different,0.98467,0.792,0.02317,different
same,0,0,0.00002,same
different,0.70641,0.073,0.41415,different
same,0.2122,0.406,0.02332,different
different,0.77247,0.41,0.00015,different
different,0.70641,0.074,0.41428,different
same,0,0.004,0.00013,same
different,0.77247,0.407,0.00028,different
different,0.70641,0.075,0.41443,different
same,0,0.005,0.00015,same
different,0.77247,0.403,0.00043,different
different,0.70641,0.076,0.41457,different
same,0,0.005,0.00014,same
different,0.77247,0.4,0.00057,different
different,0.70641,0.078,0.41472,different
same,0,0.005,0.00015,same
different,0.77247,0.396,0.00072,different
different,0.70641,0.08,0.41486,different
same,0,0.006,0.00014,same
different,0.77247,0.392,0.00086,different
different,0.70641,0.083,0.41501,different
same,0,0.006,0.00015,same
different,0.77247,0.388,0.00101,different
different,0.70641,0.086,0.41516,different
same,0,0.006,0.00015,same
different,0.77247,0.384,0.00116,different
different,0.70641,0.09,0.41531,different
same,0,0.006,0.00015,same
different,0.77247,0.379,0.0013,different
different,0.70641,0.094,0.41545,different
same,0,0.006,0.00014,same
different,0.77247,0.375,0.00144,different
different,0.70641,0.098,0.41559,different
same,0,0.006,0.00015,same
different,0.77247,0.371,0.00159,different
different,0.70641,0.106,0.41588,different
same,0,0.012,0.00029,same
different,0.77247,0.364,0.00188,different
different,0.70641,0.111,0.41603,different
same,0,0.005,0.00015,same
different,0.77247,0.361,0.00203,different
different,0.70641,0.115,0.41619,different
same,0,0.005,0.00016,same
different,0.77247,0.359,0.00219,different
different,0.70641,0.118,0.41632,different
same,0,0.005,0.00013,same
different,0.77247,0.356,0.00232,different
different,0.70641,0.122,0.41647,different
same,0,0.004,0.00015,same
different,0.77247,0.354,0.00247,different
different,0.70641,0.125,0.41662,different
same,0,0.003,0.00015,same
different,0.77247,0.353,0.00262,different
different,0.54779,0.127,0.41677,different
same,0.15862,0.003,0.00015,same
different,0.61385,0.352,0.00277,different
different,0.54779,0.129,0.41691,different
same,0,0.002,0.00014,same
different,0.61385,0.351,0.00291,different
different,0.73571,0.125,0.41734,different
same,0.18792,0.006,0.00044,same
different,0.80177,0.356,0.00334,different
different,0.97572,0.12,0.41749,different
same,0.24001,0.007,0.00015,same
different,0.04178,0.36,0.00349,different
different,0.17449,0.114,0.41764,different
same,0.19877,0.009,0.00015,same
different,0.24055,0.367,0.00364,different
different,0.37366,0.107,0.41778,different
same,0.19917,0.012,0.00014,same
different,0.43972,0.375,0.00378,different
different,0.78454,0.092,0.41808,different
same,0.41088,0.03,0.0003,same
different,0.8506,0.396,0.00408,different
different,0.972,0.088,0.41822,different
same,0.18746,0.018,0.00014,same
different,0.03806,0.409,0.00422,different
